Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ozzie Albies","ATL",146,630,571,145,95,29,2,19,75,74,47,1,93,5,5,1,,11,3,0.253983,0.0752376,0.147644,0.509587,0.314509,0.412136,0.315391,0.726644,0.158153,4.59068,0.271208,0.184942,-0.00225617,75.6342,1.1948,101.167,0.182686,-3.19685,1.054198533296585,-0.9468533992767334,2.15548,155.50999450683594,,,,,,,683.6,4.68219178,683.6,4.68219178,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Nolan Arenado","ARI",141,609,556,141,94,27,2,18,65,77,42,4,86,5,5,1,,4,1,0.253574,0.0695939,0.141177,0.492954,0.309455,0.403756,0.30811,0.713212,0.150182,3.12195,0.269575,-0.18183,-0.697488,69.513,-2.44506,95.6662,-0.879318,2.66363,-4.007396161556244,4.638630628585815,2.1376,689.0900268554688,,,,,,,638.3,4.526950354,638.3,4.526950354,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Alec Burleson","STL",141,609,557,154,104,27,1,22,70,80,42,0,85,4,5,1,,6,2,0.275826,0.0695123,0.139064,0.499859,0.329147,0.445706,0.334957,0.774853,0.169879,3.52479,0.289777,-0.657604,-0.440909,82.7876,10.8296,117.19,-1.09851,-0.119905,11.308864951133728,-10.744904957711697,2.13071,176.82000732421875,,,,,,,740,5.24822695,740,5.24822695,,,,,,,,,,,,,,,,,,,"Alec Burleson","27615",676475
"Randy Arozarena","SEA",157,679,587,137,83,29,1,23,84,79,66,1,179,20,5,1,,25,8,0.233065,0.0974658,0.264037,0.369137,0.329475,0.404422,0.322931,0.733897,0.171357,5.14677,0.292302,-0.665069,0.691003,85.6732,5.44415,113.53,0.0259341,-5.98901,10.853730987757444,-13.46400499343872,2.12399,88.9800033569336,,,,,,,769.3,4.9,769.3,4.9,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Tommy Edman","LAD",115,497,454,114,75,22,2,15,62,59,32,0,88,5,4,1,,10,2,0.250385,0.0653087,0.176293,0.370455,0.305416,0.406559,0.3095,0.711975,0.156174,5.19556,0.27805,0.209459,0.699105,57.2897,-1.43471,98.1115,0.908564,2.58713,-0.20387309789657593,4.4121270179748535,2.12233,701.9600219726562,,,,,,,525,4.565217391,525,4.565217391,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Luis Arraez","SFG",144,623,578,178,140,29,3,6,73,58,31,2,26,4,4,5,,9,3,0.308147,0.0503913,0.0416448,1.21003,0.346294,0.401233,0.326076,0.747527,0.093086,4.22287,0.312737,0.348114,-0.629287,80.1986,6.58635,111.351,-0.281173,-7.00908,8.10041829943657,-8.134077548980713,2.11722,284.6000061035156,,,,,,,690.1,4.792361111,690.1,4.792361111,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"J.T. Realmuto","PHI",126,500,454,114,74,23,3,15,56,58,33,1,121,8,3,1,,7,2,0.251434,0.0660865,0.242431,0.272599,0.311386,0.411477,0.313847,0.722863,0.160043,4.60258,0.30868,-0.281745,-0.114932,59.3764,0.321192,98.9697,-0.396677,0.339165,-1.0070053040981293,9.789164900779724,2.11018,213.52999877929688,,,,,,,539.9,4.284920634,539.9,4.284920634,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Matt Wallner","MIN",110,476,410,96,50,22,2,22,59,63,51,1,146,12,3,1,,5,2,0.233862,0.10691,0.307469,0.347709,0.334417,0.455506,0.342503,0.789923,0.221644,4.31328,0.303804,-0.244979,-0.574298,67.6235,11.3805,119.723,-0.819277,-0.650058,10.24578183889389,-6.050058543682098,2.10548,389.2699890136719,,,,,,,602.5,5.477272727,602.5,5.477272727,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Lars Nootbaar","STL",117,504,434,107,69,22,2,15,63,52,62,2,101,3,4,1,,6,3,0.246853,0.122974,0.20061,0.613002,0.342736,0.409367,0.329604,0.752103,0.162514,3.9197,0.286316,0.321744,-0.729993,66.3234,6.7719,113.523,-0.408249,0.897214,7.669411838054657,-4.102786421775818,2.08051,727.5700073242188,,,,,,,579.4,4.952136752,579.4,4.952136752,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Miguel Vargas","CHW",139,602,524,124,75,29,2,18,76,67,66,0,113,7,5,0,,8,2,0.236656,0.110046,0.187869,0.585762,0.327155,0.402568,0.320554,0.729724,0.165913,4.32344,0.266556,-0.0575633,-0.392465,74.7964,3.66543,105.105,-0.450028,-5.05505,3.1717981696128845,-3.6050504446029663,2.07557,289.8399963378906,,,,,,,663.7,4.774820143,663.7,4.774820143,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Freddy Fermin","SDP",122,480,436,105,76,18,0,11,48,49,33,1,95,3,4,4,,3,1,0.241786,0.0683833,0.198129,0.345146,0.297419,0.361402,0.288642,0.658821,0.119616,2.80498,0.282814,0.0952248,-0.713922,47.2016,-9.51409,87.0529,-0.618698,2.78045,-7.984278082847595,12.15544581413269,2.07362,713.3599853515625,,,,,,,418.5,3.430327868,418.5,3.430327868,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Colt Keith","DET",115,497,444,117,75,24,2,15,62,62,46,1,104,3,4,1,,3,1,0.263861,0.0916619,0.209599,0.437321,0.334211,0.432505,0.332516,0.766716,0.168643,3.78485,0.310225,0.603507,-0.677917,66.5773,7.85296,113.351,-0.07441,0.228328,7.746318273246288,-4.646672070026398,2.06728,430.9700012207031,,,,,,,583.1,5.070434782,583.1,5.070434782,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Sal Frelick","MIL",118,511,460,125,92,21,3,8,60,53,40,0,71,6,3,2,,15,4,0.27104,0.0788374,0.13938,0.565631,0.335079,0.38658,0.317576,0.721659,0.115539,5.51156,0.302902,0.429022,0.256403,62.2544,1.87578,103.89,0.685426,4.83607,3.0412113070487976,0.16106700897216797,2.06706,216.9600067138672,,,,,,,548.5,4.648305084,548.5,4.648305084,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Teoscar Hernández","LAD",138,595,546,142,85,27,1,29,75,92,38,1,157,6,4,1,,6,2,0.260807,0.0642834,0.264344,0.243181,0.313797,0.473026,0.336581,0.786823,0.212219,3.71617,0.312096,-0.615708,-0.438284,81.6686,11.3648,116.663,-1.05399,-3.97736,10.6965913772583,-10.352360486984253,2.06058,130.39999389648438,,,,,,,743.6,5.388405797,743.6,5.388405797,,,,,,,,,,,,,,,,,,,"Teoscar Hernandez","13066",606192
"Tyler Soderstrom","ATH",136,588,528,135,81,27,1,26,71,87,50,2,133,6,4,0,,5,2,0.255727,0.084286,0.226538,0.372061,0.324552,0.45767,0.336539,0.782222,0.201943,3.34325,0.292841,-0.134895,-0.715071,80.6879,11.2111,113.553,-0.849966,-2.0582,8.542892217636108,-8.70819640159607,2.05369,83.18000030517578,,,,,,,728.3,5.355147058,728.3,5.355147058,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Harrison Bader","SFG",123,532,484,122,84,22,1,15,62,59,34,0,126,9,4,1,,15,6,0.251288,0.0636866,0.236291,0.269526,0.309487,0.3947,0.307564,0.704188,0.143412,5.01009,0.306683,-0.0106931,-0.226588,60.4882,-2.37166,98.6699,-0.237281,1.31052,-1.0759289115667343,3.21051824092865,2.0293,476.4200134277344,,,,,,,550.4,4.474796747,550.4,4.474796747,,,,,,,,,,,,,,,,,,,"Harrison Bader","18030",664056
"TJ Friedl","CIN",144,623,537,132,92,21,3,15,76,61,64,0,105,14,5,4,,13,3,0.244794,0.10252,0.169302,0.605547,0.337466,0.379949,0.318832,0.717415,0.135155,5.06368,0.276714,0.281485,0.162283,76.5345,2.92223,99.1155,0.443767,-0.922193,-0.2093675136566162,-1.2971930503845215,1.96653,263.9100036621094,,,,,,,671.5,4.663194444,671.5,4.663194444,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Anthony Volpe","NYY",109,469,424,97,58,22,3,14,54,53,36,0,112,4,3,2,,17,5,0.228013,0.0776237,0.238566,0.325376,0.292846,0.391027,0.297844,0.683873,0.163015,5.99139,0.2748,0.540788,0.677494,49.6239,-5.7921,90.8457,1.21828,1.61682,-3.8419642448425293,6.641821503639221,1.93801,661.9000244140625,,,,,,,470,4.311926605,470,4.311926605,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Spencer Torkelson","DET",147,637,556,131,72,29,1,28,80,88,69,3,165,7,5,1,,2,0,0.235397,0.107663,0.259476,0.414925,0.324332,0.44534,0.331739,0.769672,0.209943,2.87856,0.279004,0.0826664,-0.693057,84.9296,9.66311,112.816,-0.610391,-0.377836,9.011405766010284,-12.002836018800735,1.93709,181.47999572753906,,,,,,,762.4,5.186394557,762.4,5.186394557,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Evan Carter","TEX",110,476,415,100,65,19,3,12,58,51,50,1,106,8,3,1,,19,5,0.240205,0.104109,0.222727,0.467428,0.331009,0.389026,0.317323,0.720035,0.148821,6.25554,0.292876,0.274229,0.976915,57.8924,1.64932,104.541,1.25114,-1.28177,3.7987476587295532,-1.3817664682865143,1.92349,277.30999755859375,,,,,,,526.1,4.782727272,526.1,4.782727272,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Jackson Holliday","BAL",104,448,395,98,65,19,2,13,59,47,46,1,97,4,2,1,,12,5,0.248548,0.102616,0.216386,0.474227,0.330952,0.403375,0.322129,0.734327,0.154827,5.16084,0.296939,-0.0244452,-0.44806,56.2353,3.30062,107.891,-0.472505,-2.1185,3.694127470254898,-0.41850411891937256,1.91274,199.47999572753906,,,,,,,501.3,4.820192307,501.3,4.820192307,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Carlos Narváez","BOS",107,423,373,85,53,20,0,11,46,46,42,1,110,4,3,1,,3,1,0.227928,0.0989931,0.260368,0.380204,0.310791,0.374747,0.302276,0.685538,0.146819,3.04504,0.289874,-0.276998,-0.486515,46.2786,-3.7021,88.574,-0.763513,1.43322,-6.460001707077026,9.38322103023529,1.91271,428.45001220703125,,,,,,,405.3,3.787850467,405.3,3.787850467,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Addison Barger","TOR",120,518,466,115,66,27,1,20,64,72,45,2,122,4,3,0,,4,2,0.246487,0.0859532,0.235033,0.365707,0.315922,0.440244,0.325899,0.756166,0.193757,3.43075,0.289293,0,-0.642314,66.6075,5.40182,109.647,-0.642314,-1.61767,5.247565388679504,-4.467668294906616,1.90389,198.8800048828125,,,,,,,599,4.991666666,599,4.991666666,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Spencer Horwitz","PIT",115,497,431,116,75,29,1,11,59,54,56,1,90,6,3,1,,2,1,0.269116,0.113593,0.180698,0.628633,0.358807,0.418276,0.341118,0.777083,0.14916,2.88389,0.314257,-0.349181,-0.833527,70.0484,11.324,117.379,-1.18271,1.86585,9.054181694984436,-7.209149599075317,1.88054,732.530029296875,,,,,,,598.8,5.206956521,598.8,5.206956521,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Vinnie Pasquantino","KCR",147,637,570,148,88,31,1,28,74,94,55,3,94,6,6,0,,1,0,0.260279,0.0856987,0.148206,0.578241,0.328204,0.466201,0.339931,0.794405,0.205921,2.39314,0.265355,-0.999794,-0.802118,89.1663,13.8998,115.693,-1.80191,-1.80404,9.979988694190979,-13.829038858413696,1.84935,77.69000244140625,,,,,,,802.5,5.459183673,802.5,5.459183673,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Carson Kelly","CHC",94,373,330,77,51,13,1,12,42,43,35,0,76,4,3,1,,2,0,0.233346,0.0947466,0.204062,0.464302,0.312784,0.387103,0.307648,0.699887,0.153757,3.53943,0.265519,-0.573769,-0.282331,42.4352,-1.63759,98.1259,-0.8561,2.38879,-1.68458890914917,8.738792657852173,1.84807,622.719970703125,,,,,,,378.2,4.023404255,378.2,4.023404255,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Heliot Ramos","SFG",147,637,573,147,98,25,2,22,77,78,49,2,150,10,4,1,,7,3,0.257353,0.0773313,0.23594,0.327759,0.324794,0.425168,0.325537,0.749962,0.167815,3.89744,0.309461,-0.224008,-0.822885,81.7217,6.45527,110.982,-1.04689,-3.04408,7.243964076042175,-10.569079160690308,1.82812,219.6300048828125,,,,,,,722.8,4.917006802,722.8,4.917006802,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Ramón Laureano","SDP",128,553,498,121,73,24,2,21,68,70,41,1,150,10,3,1,,9,3,0.242395,0.0740115,0.271178,0.272927,0.310936,0.427,0.319855,0.737936,0.184605,4.75335,0.301782,-0.470401,-0.421582,68.3942,3.05296,108.435,-0.891984,0.650101,4.636238276958466,-5.274898588657379,1.81705,222.8699951171875,,,,,,,619.7,4.84140625,619.7,4.84140625,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Brandon Lowe","PIT",126,546,492,120,73,23,1,23,69,68,45,1,140,5,4,1,,4,1,0.243254,0.0815459,0.257198,0.317054,0.309724,0.433729,0.320947,0.743453,0.190475,3.57999,0.29103,-0.296502,-0.513863,68.0128,3.49867,103.561,-0.810365,-3.85088,1.4940055012702942,-2.3008835315704346,1.77601,182.16000366210938,,,,,,,623.4,4.947619047,623.4,4.947619047,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Christian Yelich","MIL",146,630,553,141,96,24,1,20,81,80,70,5,153,5,3,0,,17,4,0.255947,0.110657,0.242609,0.456114,0.342856,0.413806,0.329725,0.756663,0.157859,4.67205,0.317166,0.807053,0.553719,82.9662,8.52689,112.212,1.36077,-0.0721596,10.479454517364502,-14.222159169614315,1.76157,126.20999908447266,,,,,,,746,5.109589041,746,5.109589041,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Carter Jensen","KCR",99,401,356,87,55,16,3,12,46,47,40,1,104,2,3,1,,4,1,0.244732,0.099368,0.259125,0.383475,0.321819,0.411221,0.319361,0.73304,0.166489,4.74665,0.308352,0.0156526,-0.148579,49.4588,2.05394,101.523,-0.132926,0.376463,0.5870829969644547,2.6014626026153564,1.75353,999,,,,,,,438.3,4.427272727,438.3,4.427272727,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Chase DeLauter","CLE",107,462,412,102,66,22,1,13,54,52,44,0,84,2,4,0,,3,2,0.248303,0.09435,0.182043,0.518283,0.319874,0.403249,0.31613,0.723123,0.154947,2.85688,0.279264,-0.02965,-0.867028,55.7422,1.15334,103.498,-0.896678,0.448085,1.0082604885101318,0.19808514416217804,1.75033,999,,,,,,,489,4.570093457,489,4.570093457,,,,,,,,,,,,,,,,,,,"Chase DeLauter","32127",800050
"Josh Jung","TEX",131,567,528,131,87,25,1,18,62,68,31,0,143,4,3,1,,4,1,0.248287,0.0549333,0.252892,0.217221,0.293802,0.404338,0.302848,0.69814,0.15605,3.39498,0.305766,-0.710258,-0.539538,62.2963,-4.69907,94.5695,-1.2498,0.426673,-4.878856420516968,2.4516733288764954,1.74832,615.9299926757812,,,,,,,562.8,4.296183206,562.8,4.296183206,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"Sean Murphy","ATL",96,390,341,75,43,16,0,17,44,48,38,1,105,8,2,1,,0,0,0.221543,0.0973839,0.270297,0.360285,0.313014,0.415589,0.317849,0.728603,0.194046,2.07575,0.266336,-0.107448,-0.549301,47.6238,1.51863,102.851,-0.656748,1.74965,0.6616518497467041,2.824649930000305,1.74753,742.0999755859375,,,,,,,423.2,4.408333333,423.2,4.408333333,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Justin Crawford","PHI",110,476,432,120,90,20,3,7,63,48,35,0,99,2,3,4,,25,6,0.276442,0.0730216,0.20706,0.352658,0.33106,0.382986,0.313942,0.714046,0.106544,6.49127,0.342004,-0.0240654,1.49436,56.586,0.342904,99.0353,1.47029,-1.34229,0.9260321855545044,0.2577141523361206,1.7414,999,,,,,,,522.6,4.75090909,522.6,4.75090909,,,,,,,,,,,,,,,,,,,"Justin Crawford","sa3020240",702222
"Ha-Seong Kim","ATL",96,413,360,88,62,16,1,9,47,42,44,1,74,4,3,2,,15,4,0.244374,0.106854,0.179265,0.596069,0.329881,0.367659,0.309022,0.69754,0.123285,5.19779,0.282112,0.0279135,0.714857,47.4468,-1.35235,96.8043,0.74277,-0.374675,-0.8215170502662659,4.050325036048889,1.73618,741.5599975585938,,,,,,,430.8,4.4875,430.8,4.4875,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Nolan Schanuel","LAA",143,616,532,141,100,25,1,15,74,65,69,3,85,9,4,2,,6,1,0.26519,0.111572,0.13793,0.808902,0.356561,0.401825,0.33415,0.758386,0.136635,3.58641,0.288588,-0.865608,-0.588553,83.3352,10.55,113.549,-1.45416,-1.93729,8.382634282112122,-12.937291026115417,1.7032,561.7999877929688,,,,,,,719.4,5.03076923,719.4,5.03076923,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Kerry Carpenter","DET",113,490,449,116,67,20,4,24,63,78,32,2,116,6,3,0,,2,2,0.257566,0.0649389,0.237247,0.273719,0.313952,0.481412,0.339105,0.795364,0.223846,3.99681,0.293324,-0.154284,-0.850848,68.2609,10.3636,117.89,-1.00513,-0.332562,9.32667875289917,-9.682562619447708,1.68909,236.24000549316406,,,,,,,619.2,5.479646017,619.2,5.479646017,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Victor Scott II","STL",134,581,515,117,86,20,3,9,65,50,46,0,125,9,4,6,,38,7,0.226325,0.0798833,0.214355,0.372668,0.299322,0.324525,0.279195,0.623848,0.0982001,6.69891,0.279585,0.27394,3.82304,52.6772,-15.9724,78.9906,4.09698,5.26121,-10.370186805725098,7.336211442947388,1.66729,355.0400085449219,,,,,,,517.5,3.861940298,517.5,3.861940298,,,,,,,,,,,,,,,,,,,"Victor Scott II","31349",687363
"Nick Gonzales","PIT",97,420,384,101,67,23,4,8,46,45,27,0,86,6,4,1,,2,2,0.263897,0.0634377,0.204039,0.31091,0.318078,0.405477,0.314641,0.723554,0.141579,4.0938,0.317791,0.129995,-0.938954,50.167,0.540808,99.2409,-0.808959,0.697142,-1.1868466138839722,3.4971420764923096,1.66604,999,,,,,,,443.5,4.572164948,443.5,4.572164948,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Gavin Lux","TBR",105,455,402,103,73,21,2,7,53,41,48,0,99,2,2,1,,3,1,0.25697,0.104788,0.216516,0.483973,0.336614,0.373287,0.314974,0.7099,0.116316,3.84592,0.321548,0.0746464,-0.585155,54.4706,0.708862,100.635,-0.510509,-0.897009,-0.16978898644447327,0.7779912948608398,1.66448,746.5999755859375,,,,,,,465.8,4.436190476,465.8,4.436190476,,,,,,,,,,,,,,,,,,,"Gavin Lux","19955",666158
"Ryan McMahon","NYY",113,490,428,90,56,17,1,17,53,55,56,2,156,3,3,1,,3,2,0.21072,0.113368,0.318674,0.355749,0.304137,0.370614,0.29751,0.674751,0.159894,2.94932,0.285259,0.0821623,-0.939322,51.7131,-6.18417,90.6159,-0.857159,3.87703,-6.276705026626587,5.627032995223999,1.65903,728.3900146484375,,,,,,,467.9,4.140707964,467.9,4.140707964,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Kyle Teel","CHW",94,380,332,82,58,14,1,10,45,41,41,0,96,3,2,1,,5,2,0.24734,0.10896,0.252213,0.432015,0.334531,0.380628,0.317281,0.715159,0.133288,3.91714,0.316778,-0.147914,-0.287307,46.1552,1.30255,102.85,-0.435222,-1.05037,0.839834451675415,1.9996339082717896,1.64805,207.49000549316406,,,,,,,403.4,4.291489361,403.4,4.291489361,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Pedro Pagés","STL",91,358,327,74,50,14,1,10,34,39,24,1,92,3,3,2,,1,0,0.227869,0.0663,0.256802,0.258176,0.283749,0.366062,0.283323,0.649811,0.138193,2.95634,0.283224,-0.345709,-0.367347,33.6961,-8.65162,81.8186,-0.713056,2.7284,-8.436134696006775,9.728400468826294,1.64734,999,,,,,,,310.6,3.413186813,310.6,3.413186813,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Jared Triolo","PIT",123,532,467,114,80,22,3,9,59,49,56,1,121,4,3,2,,14,4,0.244739,0.105719,0.227222,0.465265,0.32934,0.363047,0.307536,0.692387,0.118308,5.38697,0.309327,-0.134752,0.46725,60.476,-2.38393,94.3736,0.332498,-0.551834,-3.215116947889328,1.498166263103485,1.63524,737,,,,,,,532.3,4.327642276,532.3,4.327642276,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Christian Walker","HOU",138,595,530,122,71,23,1,27,70,80,51,2,155,9,5,0,,3,1,0.231153,0.0849528,0.260905,0.325609,0.305933,0.430457,0.31775,0.73639,0.199304,3.15481,0.271153,-0.586306,-0.643527,72.5717,2.26788,104.005,-1.22983,4.52509,1.5787872076034546,-6.149913787841797,1.62757,206.8000030517578,,,,,,,662.3,4.799275362,662.3,4.799275362,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Brayan Rocchio","CLE",117,504,449,107,72,24,2,10,57,51,41,0,93,7,4,3,,12,5,0.239026,0.0806929,0.185001,0.436175,0.309639,0.36649,0.298251,0.676129,0.127464,4.8136,0.278393,-0.112451,-0.360759,53.4937,-6.05783,91.1823,-0.47321,0.551122,-5.711108982563019,4.201122045516968,1.62031,999,,,,,,,478,4.085470085,478,4.085470085,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"Eugenio Suárez","CIN",143,616,546,128,69,23,1,35,79,97,53,1,185,11,6,0,,3,1,0.234959,0.0858426,0.300795,0.285386,0.311738,0.474455,0.336306,0.786193,0.239496,3.09599,0.280369,-1.19728,-0.6916,84.4136,11.6285,111.085,-1.88888,0.00863976,6.20441997051239,-11.04136043228209,1.60196,100.75,,,,,,,767.1,5.364335664,767.1,5.364335664,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Brandon Marsh","PHI",115,497,440,113,73,23,3,14,59,59,49,1,141,3,5,2,,10,3,0.256095,0.0980732,0.282918,0.346648,0.330766,0.414999,0.324715,0.745765,0.158904,5.08983,0.340576,0.280826,0.0183563,63.4295,4.70515,106.415,0.299182,-1.28565,4.078029841184616,-5.01064670085907,1.59635,657.510009765625,,,,,,,574.8,4.998260869,574.8,4.998260869,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Mike Yastrzemski","ATL",110,476,412,94,53,21,3,17,59,53,55,2,112,4,3,2,,5,2,0.228618,0.115228,0.235362,0.489576,0.323036,0.415829,0.32132,0.738865,0.187211,4.66467,0.270534,-0.0261187,-0.561299,59.4371,3.19403,105.229,-0.587418,2.31965,2.3623448610305786,-2.7803473472595215,1.57752,674.7899780273438,,,,,,,533.1,4.846363636,533.1,4.846363636,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Luis García Jr.","WSN",115,497,463,126,85,24,2,15,59,64,27,1,77,2,4,0,,13,5,0.272092,0.0550223,0.155655,0.353489,0.312223,0.430168,0.319521,0.742391,0.158076,4.78136,0.295328,-0.0283398,-0.172581,61.3335,2.60913,104.487,-0.200921,-0.194603,2.4423951506614685,-3.5696030408143997,1.57644,251.72000122070312,,,,,,,562.3,4.889565217,562.3,4.889565217,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Jordan Lawlar","ARI",110,476,423,100,63,24,3,10,57,51,41,1,124,6,3,2,,17,4,0.237206,0.0866054,0.259481,0.333763,0.312136,0.382818,0.304688,0.694954,0.145612,6.37617,0.308032,0.170196,1.07422,53.0096,-3.23347,93.3222,1.24442,0.713184,-2.522903323173523,2.063183903694153,1.57325,290.57000732421875,,,,,,,479.8,4.361818181,479.8,4.361818181,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Ryan O'Hearn","PIT",126,546,486,130,88,25,1,15,64,63,50,3,103,6,4,0,,3,1,0.267214,0.0922228,0.18882,0.488416,0.340579,0.419763,0.330685,0.760342,0.152549,3.37656,0.308293,-0.509262,-0.72733,72.3292,7.81512,110.231,-1.23659,-0.436167,5.384227871894836,-8.436166763305664,1.54631,279.8299865722656,,,,,,,632.1,5.016666666,632.1,5.016666666,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Adolis García","PHI",141,609,556,134,78,27,1,28,75,88,41,1,160,6,5,1,,13,4,0.241157,0.0672191,0.262641,0.255936,0.298053,0.441941,0.317567,0.739995,0.200784,4.26307,0.285022,0.0259936,0.056289,74.1891,2.23106,101.518,0.0822825,0.176363,1.1782933324575424,-6.348637104034424,1.54402,218.44000244140625,,,,,,,696.1,4.936879432,696.1,4.936879432,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Sal Stewart","CIN",117,504,454,120,76,25,0,18,65,69,40,0,96,5,4,0,,8,2,0.263829,0.0797134,0.189659,0.4203,0.327974,0.439955,0.332936,0.767929,0.176126,3.82826,0.295357,0.0245409,0.00166112,67.6866,8.1351,108.777,0.026202,1.59056,5.268872037529945,-7.009440541267395,1.53752,183.1199951171875,,,,,,,604.3,5.164957264,604.3,5.164957264,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
"Connor Norby","MIA",117,504,458,112,72,23,2,15,62,59,36,0,135,5,4,1,,9,3,0.244903,0.0718653,0.26819,0.267964,0.304442,0.402629,0.307786,0.70707,0.157726,4.65623,0.31106,-0.267225,-0.219189,57.3954,-2.15604,95.0875,-0.486415,0.106627,-3.420840084552765,1.6566269472241402,1.5351,723.0599975585938,,,,,,,520,4.444444444,520,4.444444444,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Brooks Lee","MIN",138,595,547,135,92,25,2,16,63,68,39,1,101,3,5,1,,4,1,0.24766,0.0656888,0.168978,0.388742,0.299398,0.389443,0.299627,0.688841,0.141783,3.41056,0.273918,-0.492294,-0.530435,63.8171,-6.48676,90.1879,-1.02273,-3.86659,-7.903745174407959,2.4084115028381348,1.53301,513.4600219726562,,,,,,,574.1,4.160144927,574.1,4.160144927,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Garrett Mitchell","MIL",92,399,353,84,54,17,3,9,48,44,38,0,119,4,2,2,,14,4,0.238472,0.0959151,0.298843,0.320955,0.317312,0.385301,0.309158,0.702614,0.14683,6.42911,0.329462,0.0903133,0.72404,45.8825,-1.26247,98.1229,0.814353,0.370642,-0.07331830263137817,1.4956420063972473,1.5037,685.9099731445312,,,,,,,409.8,4.454347826,409.8,4.454347826,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
